project_ending,rating,text,sentiment
Completed,,"Good worker, pekerjaan selesai tepat waktu. Friendly worker.thanks 🍺",1
Completed,,,1
Completed,,Auto-rated by system.,0
Completed,,"Aplikasi yang diinginkan sesuai dengan harapan, dengan waktu yang sangat singkat dapat terealisasi dengan baik. recomended worker untuk anda yang menginginkan worker yang profesional.",1
Completed,,pengerjaan tepat waktupengerjaan bagus,1
Completed,,Terima kasih sdr. Pak Iswanto,1
Completed,,Pekerjaan dilakukan dengan sangat baik,1
Completed,,"Cepat, smart, berpengalaman, komunikasi baik. Salah satu Aset baik projectscoid",1
Completed,,sip manteb thanks.....,1
Completed,,Sangat memuaskan.,1
Completed,,"Dikerjakan dengan Cepat Pada Bidang Codeigniter  ini, Terima Kasih banyak",1
Completed,,Good job and good services,1
Completed,,senang bekerja sama dengan anda.,0
Completed,,"Terima kasih bantuannya sudah memperbaiki bugs di website online shop saya, semoga kalau ada bugs terkait tetap bisa dibantu.",1
Completed,,Thanks bantuannya gan.,1
Completed,,Sangat Super sekali.. terimakasih banyak pak,1
Self Mediation,,,1
Completed,,Weh Selesai dengan cepat.. assistnya top..see in next tasknya..Terima Kasih Gan..,1
Completed,,"Top notch seperti biasa. Deliveries on time, and excellent for communication.",1
Completed,,Hasil sesuai yang diinginkan dan komunikasi yang lancar serta totally no eror.,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,mantap bro,1
Completed,,pekerjaan sudah diselesaikan dengan baik dan rapih. terima kasih bapak iswanto. semoga kita bisa bekerja sama lagi di lain project. reomended programmer.,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,makasih udah dibantu dan sesuai dengan waktu yang dijanjikan,1
Completed,,good job om bro,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Worker benar benar programmer yang baik, berkualitas dan reliable. Nanti kalau ada project lain pasti saya akan undang Gan Iswanto so pasti.",1
Completed,,"thanks ya gan, dah mau bantu.",1
Completed,,Terimakasih pak atas bantuannya,1
Completed,,Trimakasih Mas,1
Completed,,"terima kasih sesuai permintaan, next order lagi kalo ada job baru...",1
Completed,,recommended worker,1
Completed,,"tidak sesuai jadwal, tetapi ada bbrp masalah teknis juga.. dan saat ini sudah solved",1
Completed,,Pekerjaan selesai sesuai dengan keinginan saya,1
Completed,,"Saudara Iswanto Mampu menyelesaikan tugas yang diminta, membuat suatu sistem sesuai dengan kebutuhan perusahaan saya.",0
Completed,,"Good, lebih cepat saja lain kali sesuai timeline... next project menunggu.",1
Completed,,"pekerjaan cepat, dan sesuai harapan",1
Completed,,"Hasil memuaskan, bisa andalkan kerjasamanya",1
Completed,,Hasil kerja memuaskan sesuai dengan permintaan.,1
Self Mediation,,,1
Completed,,Terima kasih Mas Iswanto yang telah bekerja dengan cepat dan lengkap. Excellent.,1
Completed,,Fast respon,1
Completed,,"Mantap dah agan ini, ada dikit kurang cuman ya masalah minor, sy anggap clear",1
Completed,,Baik dalam menyelesaikan pekerjaannya hanya harus lebih rapi dan lebih soft but semuanya oke deh,1
Completed,,Pekerjaan selesai dan hasil dari program sesuai dengan keinginan dan rencana awal,0
Completed,,"Recomended programmer, pengerjannya bagus sesuai instruksi.",1
Completed,,makasih sudah sesuai,1
Self Mediation,,,1
Completed,,Recomended Worker Good Communication & Banyak masukan masukan soal problem yang kami alami dan beliau sangat membantu sekali sampai masalah kami beres.,1
Self Mediation,,,1
Completed,,"Komunikasi yang baik , respon yang baik dan juga orangnya baik . Semoga dapat membantu jika ada kesalahan di waktu yg datang.",1
Completed,,Terima kasih untuk CMS Enhancementnya ya pak.,1
Completed,,Sesuai dengan harapan,1
Completed,,Untuk Feature Individual Page Promotion dan Facilities page telah dideliver sesuai dengan request. Terima Kasih Pak Iswan.,1
Completed,,Very good job. Cukup cepat dan tanggap. Hasilnya lebih baik dari yang saya harapkan.,1
Completed,,Untuk Development CMS dan Integrasi dengan Front End telah di-deliver sesuai dengan request. Terima Kasih Pak Iswan.,1
Completed,,"Project kedua dengan worker, hasil memuaskan dan komunikasi lancarRecommended worker!",1
Completed,,"Project sudah diselesaikan dengan sempurna dan memuaskan, agan satu ini benar2 luar biasa recommended banget pokoknya. Servicenya amazing. Terima kasih bos, ditunggu project selanjutnya.",1
Completed,,"Worker yang baik dan ramah.pelayanan yang diberikan sangat memuaskan,komunikasi lancar,pekerjaan cepat dan baik.saya sangat puas sekali,terimakasih banyak ya mass...",1
Self Mediation,,,1
Completed,,"nice to work with, done 2 projects with mas is, and soon another project as well",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"Pengerjaan cepat, komunikasi lancar dan memberikan hasil pekerjaannya jelasRecommended worker",1
Self Mediation,,,1
Completed,,terima kasih,1
Completed,,,1
Completed,,Auto-rated by system.,0
Completed,,"Nice to work with, worked over weekend to finish project",1
Completed,,"Bagus dan bertanggungjawab, walaupun ada 3-4 hari menghilang karena HP rusak, tetapi tetap respon di hari ke-4 nya. Semoga lain kali kalau alat komunikasi hilang, harus ada backup utk memberitahu di email atau di projects.co.id.",0
Completed,,RECOMMENDED SELLER,1
Completed,,"Hasil kerja cukup oke, tapi kecepatan kerja dan komunikasi agar diperhatikan lagi, agar inisiatif kasih update progress. Semoga bisa diperbaiki lagi gan di project2 berikutnya. Thanks bantuannya.",1
Completed,,,1
Completed,,"Great worker, emang niat banget mau kerja",1
Completed,,Hi Pak Iswan,1
Completed,,Mantap banget :),1
Completed,,"Pending cukup lama, tapi worker cukup koperatif dalam projek ini.",0
Completed,,Terima Kasih gan,1
Completed,,SUPER SEKALI ....biar bintang yg berbicara,0
Completed,,..........,1
Completed,,Thanks banget gan,1
Completed,,pekerjaan yang bagus. cepat selesai,1
Completed,,"Agan Iswanto ini kerjanya cukup cepat, cuma kadang kalau lagi lambat suka telat kasih update. Next agar dicek ricek lagi bugs yang sudah diperbaiki, biar tidak bolak-balek revisinya. Di sisi lain cukup murah hati, mau bantu benerin bugs yang sebenarnya di luar scope. Overall untuk urusan benerin bugs cukup puas pakai jasa agan yang satu ini. Thanks dan semoga bisa kerjasama lagi.",2
Completed,,Terima kasih gan atas bantuannya.... Sukses Selalu,1
Completed,,So far so good. Keep it up.,1
Completed,,Thanks atas kerja samanya.,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Kerjanya cepat, lebih cepat dari yg dijanjikan. Hasil kerjanya OK. Komunikasi cukup responsif. Semoga di kemudian hari bisa bekerja sama lagi. Thanks gan!",1
Completed,,Thanks fast respon,1
Completed,,"Hi Mas Is,",0
Completed,,"hasil sesuai dengan yang di inginkan. bagus, semoga dapat bekerjasama lagi",1
Completed,,"kerjaan bagus, respon cepat",1
Completed,,Mas is is the best and professional,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"Mantap gan, sesuai keinginan, sukses selalu :)",1
Completed,,Ke depannya agar bisa lebih responsif.,1
Completed,,"mantap agan yang satu ini, sampe di bantu teamviewer segala....josss",1
Completed,,"hasil sesuai dengan yang saya inginkan, muantab",1
Completed,,"Kerjaan selesai dalam semalam, good job..thx gan",1
Completed,,,1
Completed,,"Kerenlah kerjan si agan ini! Project sampe tuntas lancar semua, ga ada masalah. 100% sukses. Thankyou gan! :D",1
Completed,,hasil kerjanya cepet. komunikasi juga lancar... recomenden nih as worker. revisi juga cepet dikerjainnya.,1
Completed,,"thx bro bantuannya, nanti ane kabarin kelanjutannya",1
Completed,,thanks bantuannya!,1
Completed,,,1
Completed,,Good job. Will hire again,1
Completed,,Enak diajak kerja sama,1
Completed,,"5 bintang buat agan ini..kerjanya cepet, hasilnya memuaskan, responnya ajib !",2
Completed,,"Recommended Worker! Pak Iswanto sangat menguasai teknis, berpengalaman, dan bertanggung jawab. Jangan ragu buat kalian yang mau kasih dia project. Thanks Pak Iswanto atas kerja samanya selama ini. Sampai bertemu di projek selanjutnya.",1
Completed,,Hasil pekerjaan sesuai dengan yang diharapkan.,1
Completed,,"Codenya rapi, dan sesuai",1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,Thank you for all your effort and time ya pak.,1
Completed,,"Mantap bang Imran.. script works semua. Meski ada masalah sedikit dengan BRI, tapi bisa diakalin. Thanks berat!!",1
Completed,,"dikerjakan dengan baik, terima kasih",1
Self Mediation,,,1
Completed,,"thanks bgt, gerak cepat. maaf ngerepotin",0
Self Mediation,,,1
Completed,,good mantapp,1
Completed,,"mantapp, fast respon dan sudah pasti memberikan pelayan terbaik recomend deh pokoknya",1
Completed,,top bgt... mantul.. Tks,1
Completed,,MANTUL GAN !!,1
Completed,,"Sangat Bagus, Terima Kasih.",1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Self Mediation,,,1
Completed,,"Sukses bang, moga2 ada project yang bisa kerja sama lagi.. !",1
Completed,,"mantul mas, makasih",1
Completed,,mantap gan ! sangat di rekomendasi !,1
Completed,,baik sekali,1
Completed,,semoga dapet orderan trus y gan thumbs up.,2
Completed,,sesuai dengan yang diminta,0
Completed,,Memang mantaaap agan ini. Joss beneeer. Tunggu project dari saya selanjutnya ya gan,1
Completed,,mantap agan yang satu ini,1
Completed,,Auto-rated by system.,0
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,mantab surantap,1
Completed,,Hasilnya Sangat memuaskan..,1
Completed,,saya puas dengan hasil kerja dari beliau,1
Completed,,Joss Pak !,1
Completed,,Selesai dikerjakan dan sesuai yang diharapkan,1
Completed,,pekerjaan komunikasi baik,1
Completed,,"Kualitas baik, Komunikasi baik",1
Completed,,"Mantap, Kerjasama sama Pak Imran Nababan sungguh terbaik! Kerjanya tidak setengah-setengah..",1
Completed,,Bagus.....,1
Completed,,"bintangnya full pak all in, Worker ini memang top markotop",1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,,1
Completed,,good worker,1
Completed,,Auto-rated by system.,0
Completed,,"biar bintang yang berbicara, great work as always!",0
Completed,,Auto-rated by system.,0
Completed,,Good work and responsive.,1
Completed,,Sangat baik pak imran. Terima kasih,1
Completed,,Pak Imran Nababan ini sudah berpengalaman sebagai freelancer WEB. Ga ada keraguan hire beliau terus 👍👍👍,1
Completed,,SANGAT MANTAP ....PALING MANTAP... DAN PALING DI REKOMENDASIKAN,1
Completed,,"Keren deh pokoknya : Respon Cepat, Bertanggung Jawab, dan Expert Bangets!",1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,Need to resume once external client resume the work.,1
Completed,,"beliau sangat sabar, komunikasi bagus, walaupun mungkin nilai project masih kecil. saya doakan sukses terus, dijaga attitude baiknya mas bro :) kamsia...",1
Completed,,Terimakasih pak Nababan. Saya sudah live test lancar jaya. mantap! sukses kedepannya.,1
Completed,,great guy! really know what he's doing and lightning fast!,1
Completed,,"Ok Pak, hasilnya sudah sesuai dengan harapan saya. Terima kasih atas kerjasamanya.",1
Completed,,"Ibaratkan kita mencintai pasangan, nah apapun pelayanan yang diberikan istri kita akan merasa PUAS !",1
Completed,,"Saya sudah kerja dua kali dengan beliau. Walaupun saya kurang paham mengenai masalah teknikal website saya,  beliau bisa memberikan pemahaman yang mudah utk saya mengerti sebagai owner project. Dan mau memberi solusi2 terbaik dengan profesionalitasnya. Sukses terus Pak imran! Moga ada kesempatan bisa kerjasama lagi (Rinaldi M - founder Digitale)",1
Completed,,,1
Completed,,"Worker komunikatif dan hasil pekerjaan bagus, Thanks",1
Completed,,Always provide great service,1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,terima kasih,1
Completed,,"Kerjanya baik, komunikatif, dan bertanggung jawab. Terimakasih Pak Imran atas kerjasamanya! Semoga punya kesempatan utk kerjasama lagi :)",1
Completed,,"Pak bintangnya full pak, mantap",1
Completed,,Komunikasi Worker baik dan hasil kerjanya sesuai. Recommended Worker. Thanks!,1
Completed,,Bintang FULL mas brooo!!! Sapu bersih!!,2
Completed,,,1
Completed,,"Kerja cepat, hasil sesuai yang diinginkan, komunikasi lancar, profesional. 10/10. Thanks!",1
Completed,,"Pekerjaan yang dilakukan sangat luar biasa, dan buat saya sangat recommended worker yang satu ini",1
Completed,,"Bekerja cepat, hasil sesuai harapan, komunikatif, dan worker ini bersedia bantu benerin bugs-bugs lain yang ditemukan. Yang mungkin masih kurang pas adalah kadang penjelasannya terlalu teknis, sehingga saya sebagai orang awam yang tidak paham programming jadi kurang mudeng, hehe.. Overall recommended worker.",1
Completed,,keep professional ya pak,1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,"Pekerjaan yang dilakukan sangat luar biasa, dan buat saya sangat recommended worker yang satu ini",1
Completed,,"udah 2 kali saya kerjasama sama mas ini, orangnya enak untuk di ajak komunikasi soal projects ini, dan yang paling penting kerjaannya sesuai dengan apa yang saya minta.masnya juga nolongin yang lainnya malah.mungkin akan ada projects selanjutnya lagi dengan mas inih",0
Completed,,pekerjaan oke',1
Completed,,top markojeng,1
Completed,,,1
Completed,,"pekerjaan worker sangat bagus, mengerti apa yang saya inginkanenak di ajak komunikasi",1
Completed,,"Mantap, prosesnnya lumayan cepat juga :)",1
Completed,,project yang diberikan cukup jelas dan mudah dipahami,1
Completed,,Auto-rated by system.,0
Completed,,Task nya jelas dan komunikasi juga lancar.Mudah - mudahan bisa bekerjasama lagi di lain project.,1
Completed,,Mantap ..Ditunggu next projects nya pak .,1
Completed,,Terimakasih atas kesempatan yg diberikan,1
Completed,,Auto-rated by system.,0
Completed,,"Gladly shares expertise, displays a harmonious and cooperative spirit, and establishes effective working relationships.",1
Completed,,Super! Kerjanya cepet.,1
Completed,,Hasil bagus,1
Completed,,Hasil bagus,1
Completed,,project selesai semua dengan baik,1
Completed,,Auto-rated by system.,0
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
